zip_id,email,MOB,WOB,FTE,FY19,FY20,applied
665211,MUS9mBuf15@inbox.com,1,0,33,71684.80905298381,51755.04914434924,1
665211,qdhY7ucXI2@outlook.com,0,0,129,1802013.4519913662,2059360.6639078346,1
665211,Jc19ExhzL7@gmail.com,1,0,13,36655.68422437157,30372.899133939383,0
665211,zsiz1aSb8z@gmail.com,NA,0,5,36084.513531599936,29402.91766490348,0
665211,1Wzdr30Sjx@outlook.com,0,0,28,68429.15292192245,NA,1
665211,4WqIAyY7sq@mail.com,1,0,83,541839.5953698574,512116.231290819,1
665211,fXiHYg7QSD@gmail.com,1,0,92,NA,524414.5168470946,0
665211,kHP9WgElKf@gmail.com,0,0,6,43944.139781555445,42710.260656039936,0
665211,31kDbI4pHx@gmail.com,0,0,71,446535.3913759114,337808.314293148,1
665211,mJHllsDsq4@mail.com,0,1,71,351254.731068049,NA,0
665211,NxIg77FFmr@mail.com,0,1,89,494108.23547644785,398204.9357616324,1
665211,zb51dvTkRw@gmail.com,0,1,11,36217.17542111616,29238.93278988754,0
665211,YSp5nyf5iQ@gmail.com,1,0,18,41262.657257712155,32868.203177507974,1
665211,qrAWKVSBYn@outlook.com,0,1,20,44267.55583525193,34538.82956235496,0
665211,9MN8lkj26y@gmail.com,0,0,39,94679.34232274673,105535.42026036751,0
665211,HhHNMKeO2p@outlook.com,1,1,102,696665.0204678719,655418.2570455762,1
665211,VP9FkoNMfQ@gmail.com,0,1,83,544513.835420135,382189.8628465152,1
665211,doFlQdfpV3@gmail.com,1,1,NA,192688.6828336392,140145.49082311834,0
665211,2kSevPetxG@gmail.com,0,1,63,259460.33447937202,207658.47862345912,1
665211,voT9XzLH6r@outlook.com,0,0,61,269536.614280861,275176.70473766705,1
665211,gXwtuTRQhF@mail.com,1,1,93,625450.1272369407,559223.232049305,0
665211,XjXH6IBTxP@gmail.com,1,0,97,NA,564731.1959221284,0
665211,SgBDteubRx@gmail.com,0,0,98,1046519.5213407263,880370.5055823476,1
665211,URVLyAneTW@outlook.com,0,0,68,384688.49184753484,299631.4595032756,1
665211,mPIQa3hzmC@gmail.com,1,0,54,146216.0095321284,137600.61889733162,0
665211,gYaWjQSXl2@outlook.com,1,0,39,NA,63231.80350548747,1
665211,yJntdz4GzU@mail.com,NA,0,37,73570.68222520863,64341.72554266863,1
665211,Q12ygOhzAd@gmail.com,0,0,52,196999.0555798165,194883.10159005993,0
665212,z799UPITQB@outlook.com,1,0,44,104400.1384317185,80408.6934158341,1
665212,RqjY4dHfp5@mail.com,1,0,118,1168825.0857310959,1106014.1701388892,1
665212,3FUslmz1lH@mail.com,0,0,41,118756.56508579636,99150.1682420188,1
665212,440zOnC2By@gmail.com,0,NA,76,482256.84326675296,308851.03830277175,1
665212,3JrMim4606@gmail.com,0,0,NA,130993.7886836314,154279.27970777004,0
665212,7lVBpLyayC@gmail.com,1,0,46,109417.60906674185,NA,1
665212,VrCs9HFNdV@gmail.com,1,0,71,359344.4144102605,256323.7713851293,0
665212,UnQkJfSzNz@inbox.com,1,0,70,302588.8480592254,243609.02081878664,1
665212,eTwVMMHyd4@outlook.com,0,1,3,34845.80016637273,29238.329578832207,0
665212,CEERVW1IVB@inbox.com,0,0,NA,1704286.1030008427,1246074.2332057238,1
665212,fjZnEuUyzJ@mail.com,0,0,77,471187.7534106637,427659.60636882525,1
665212,zSCqsnj8Fx@mail.com,0,1,19,41818.45098251512,33920.36109930699,0
665212,tNAMZhCPEy@gmail.com,1,0,92,629515.6081493899,526501.4747080265,1
665212,F0Y6pSPkby@outlook.com,1,0,49,134166.05033238055,86539.79184668101,1
665212,XU1kIymQo9@gmail.com,1,0,63,236331.86388693127,219612.7405723901,1
665212,H2URwO9BJo@gmail.com,0,0,69,397388.5847369632,292510.33732556034,1
665212,DibmjzYpMJ@mail.com,NA,0,59,290197.93748108955,221622.21095131585,0
665212-0000,fUOlh7Tdxe@gmail.com,0,0,84,649480.2939196299,496788.52944059385,0
665212,ZJXoYsVr99@gmail.com,0,0,84,609641.7130136102,596979.8905962069,1
665212,X9EWaTAEwP@inbox.com,1,1,52,148554.96523086188,105093.25204482212,0
665212,8Y08P3DCY1@gmail.com,0,0,NA,1237556.4038862293,1122318.8416468168,0
665212,GbYeZlhJSh@inbox.com,0,1,56,207201.49990797113,137163.39137254318,1
665212,GdBCn6k8lr@gmail.com,1,0,81,475913.9243152472,378888.7475158022,0
665212,g3J7uKsrlP@gmail.com,1,0,93,715243.2749562606,592345.123414362,1
665212,VpwnCcfafj@gmail.com,0,0,45,130358.79397880619,117689.99120029945,1
665212-0000,nC5tpyd5Rb@gmail.com,1,0,15,37654.91989614994,33182.59963349585,0
665212,kjQDJfFeNo@gmail.com,1,NA,97,552854.0129403443,644422.3730833905,0
665212,KIfVz89kjm@gmail.com,0,1,47,114307.27634340907,109605.16703180342,1
665212,BinV8NIOP8@outlook.com,0,0,15,46213.25628839503,NA,1
665212,sgDx8PFrP7@mail.com,0,0,78,480533.75206398335,411547.4638414736,0
665212,a71tH496YE@gmail.com,1,0,50,147031.15567641542,101940.49301624464,1
665212,WWbAAAqxVb@gmail.com,1,0,28,56963.1356935057,44055.45376163158,0
665212,6nNveV84KQ@gmail.com,1,0,67,264948.9450365808,262125.57540830245,1
665212,k4lwLpsTYN@gmail.com,1,0,109,953788.3899206505,777049.3969390515,1
665212,bclJg2Vqd1@mail.com,0,0,99,1088983.7628238152,962583.4222617776,0
665212,EMgAjB362b@gmail.com,0,1,37,79156.83999713406,66598.65517373849,1
665212,zxg8WBqE6b@inbox.com,1,0,5,NA,29792.05981453455,0
665212,o7kMHllzo4@mail.com,0,0,52,214491.68510396843,177717.25417911645,1
665212,jec8A3fp1A@inbox.com,0,0,71,370727.0008144119,354911.8166125297,1
665212,V8gEm4qiPs@gmail.com,0,1,NA,37987.58899247916,30749.61406949957,0
665212,Ez9yvKqTK1@gmail.com,0,0,60,283507.5312647115,NA,1
665212,LYq24fXw9K@gmail.com,0,0,23,60687.436756274954,56713.32485673464,0
665212,GBrJMjrSnH@gmail.com,1,0,74,384320.80308412854,282152.8180630934,1
665212,ChWm4wpNAN@gmail.com,0,0,68,317457.8248237365,350655.23801011674,1
665212,zHW7mBCWvj@gmail.com,1,0,79,431315.3103530377,NA,0
665212,2IDdiNbCL8@mail.com,1,0,64,279819.73596305744,NA,1
665212,xT3OVVeAuw@mail.com,1,0,27,51357.539686572825,41539.21501130738,0
665212,bOOgMhg2BS@outlook.com,1,0,32,63361.32565562976,54141.65416065164,0
665212,yxBjhlXAkd@gmail.com,0,1,41,85660.27737550176,82744.24897623889,0
665212,AES6tnY5wn@outlook.com,0,0,38,97431.36691083958,96137.65257281809,0
665212,PQ1k3MXz2J@inbox.com,1,1,31,51731.6969049072,41840.80577989984,0
665212-0000,PPFbds2kqr@gmail.com,0,1,78,462452.99244515545,NA,1
665212,2zFcyh6bLG@gmail.com,NA,NA,NA,38119.67827229895,30678.26925716443,0
665212,t5dDoPi2lr@gmail.com,0,0,53,186168.46475881946,166635.85260627282,1
665212,BZF8GR5TA7@mail.com,0,1,28,53315.94770403769,44973.34155008827,0
665212-0000,BXo19bJxn0@gmail.com,1,0,114,1202133.3765034748,1097265.5231393073,1
665212,o6ii6qHZUi@gmail.com,1,0,22,44029.05620427232,36447.68677907909,0
665212,3rJRJGdK2m@gmail.com,1,0,102,772228.4945614404,719213.8808602444,1
665212,pBK24eYFij@gmail.com,0,0,83,601822.4276128258,554981.3129199705,0
665212-0000,I64NtPF1Xt@outlook.com,0,0,49,156056.66216415243,163474.33246789142,0
665212,3oMRRHpSG9@gmail.com,0,1,107,931234.3122666888,920714.3689145665,1
665212,6pAj1JKGjl@gmail.com,1,0,44,NA,72682.53390158853,1
665212,QRxwX1Yexv@gmail.com,NA,1,92,640552.8628595958,441768.22054340807,0
665212,59i52FWJuk@outlook.com,1,0,62,179609.68940501558,189080.11833877218,1
665212,izQAZvouaF@gmail.com,1,0,24,NA,40935.84966471533,1
665212,16JvQLBhRR@outlook.com,1,0,94,800567.1708049577,475219.24907982314,1
665212,X22zvVNXHG@gmail.com,1,0,30,60462.44683795006,54082.09087561043,1
665212,LkaABaqhwR@gmail.com,0,0,94,992133.8852336467,719754.2875972531,1
665212,JwoH4siZlg@gmail.com,NA,0,12,37928.36905675883,29651.28872524399,0
665212,7z8THA7GJf@outlook.com,1,0,50,111613.51726047714,101041.79021756147,1
665212,fDRL4aEdMG@outlook.com,1,0,50,139024.88790368135,NA,0
665212,BfeXoH1OBj@outlook.com,1,1,12,34033.47085285104,26209.187621734145,0
665212,4EJkJdI8nF@gmail.com,0,0,93,755895.9045617101,747806.4312561996,1
665212-0000,ivtE9RjpNR@gmail.com,1,0,99,734467.1144773014,707766.9985088045,1
665212,5nHZ3bOzXi@gmail.com,1,NA,32,NA,48233.50274328362,0
665212,3eiFQ2b1Wn@gmail.com,1,0,102,NA,686613.187562178,1
665212,PKBoMD2qDs@gmail.com,1,0,67,303730.839458488,206543.29640667155,1
665212,JoIYejEoV7@gmail.com,1,0,75,341986.7113093012,285344.74167351436,0
665212,8eTTiUNEAf@outlook.com,1,NA,52,NA,120545.60014817942,0
665212,zgzHUOxA4C@gmail.com,0,0,29,71446.09601463891,68035.93260206841,0
665212,kaUj1iUCes@mail.com,0,0,33,NA,79760.60702416804,0
665212,g4qNXYFBYI@outlook.com,1,0,78,446886.53147428436,360438.1323705669,1
665212,BKCIdLC2Ez@gmail.com,0,1,114,1028677.6370980829,1080735.8033610655,1
665212,vXIREf1ce4@gmail.com,1,0,NA,106415.73493720187,88674.50377197334,0
665212,EKDhgl46lu@gmail.com,1,NA,35,71066.93919553356,59833.06733840956,1
665212,fG1CwNbB0W@outlook.com,0,0,96,973768.5596244895,991502.4212411196,0
665212,y5NGMqxlSt@outlook.com,0,0,34,72881.57168997587,85744.80477281455,0
665212,rvd169YSCR@gmail.com,0,0,NA,337763.7847204276,331077.69861729647,1
665212,SxGQaiZzSV@mail.com,1,0,3,36679.58638126585,28354.682290070068,0
665212,87phXns21R@gmail.com,1,0,NA,NA,29111.15732209598,0
665212,QzFzr0VgNP@inbox.com,0,NA,63,194117.72254444947,268627.0035566884,0
665212,5e6RsUlFju@gmail.com,1,0,100,986080.3050195841,666269.6187621618,0
665212,Tsb7bWYbpC@outlook.com,1,0,58,186753.84105549465,145846.24126037714,1
665212,ziRfeWf2xq@gmail.com,0,1,52,152842.14122578272,119274.68221801394,1
665212,qtILRmLZOj@outlook.com,0,0,104,1469948.12396088,1077525.579236916,1
665212,mJmvIfZLOt@gmail.com,0,1,52,158465.735020089,127145.86797068993,1
665212,aQgVf9aVSl@inbox.com,1,0,27,55293.102588901755,43059.22784959581,1
665212,rske5OlM6H@gmail.com,1,0,91,563975.0262553672,556822.449744633,1
665212,wT2mLlHyA9@gmail.com,1,0,9,36875.9792968548,29416.49666708345,0
665212,u59g8k4Fog@outlook.com,0,0,43,129040.14994514093,132763.0484322912,0
665212-0000,LlvdvRWA4R@gmail.com,0,0,84,699162.2218913853,596123.4089337023,1
665212,GfdXvxvMFI@gmail.com,NA,0,88,501592.57043493644,508235.97866346885,1
665212,JTpLT9mjkH@gmail.com,1,NA,NA,NA,727108.253185659,1
665212,y4OEJ3y8bz@gmail.com,0,0,18,53032.24722982293,48548.9610462554,0
665212,vORQcMnPD1@inbox.com,0,0,63,335841.9279881108,301936.2182681129,0
665212,mUV0TnUDWq@mail.com,1,0,7,36172.44994774513,30581.563605770334,0
665212,SUfm3kmfAu@gmail.com,0,0,NA,514115.5352463111,479502.3204958634,0
665212,3y2SlwTNa4@gmail.com,1,NA,66,211757.33008814874,234901.3468841879,1
665212,ydwqH4EFMQ@outlook.com,1,1,31,49418.63466006566,36037.75475575596,1
665212,6bj1l5Dzol@gmail.com,1,0,20,38731.49310888856,34903.59468599428,0
665212,ECR9o3Jbu6@gmail.com,0,0,105,1306343.4017491739,1197236.013817017,1
665212,9JwMiMaOjn@gmail.com,1,0,36,72112.13502774478,54638.83529898688,0
665212,zpemCCyZSE@gmail.com,0,0,80,535749.6858795265,NA,1
665212,coiX88OvY1@gmail.com,1,NA,73,331947.4391035875,252176.65100087674,0
665212,dnkKvAW3gd@inbox.com,1,0,28,53354.04246235645,43507.43067984756,0
665212,xVgiIlT3it@gmail.com,0,0,48,157989.34623332485,144449.64251671731,0
665212,cg0lEU9LcF@mail.com,1,1,75,304075.4539331735,171991.97677732856,0
665212,vNMabLfBSC@outlook.com,1,0,117,1411999.1993905865,956941.1210300748,1
665212,kFZNxAVpS2@outlook.com,1,1,62,176540.08247330209,152242.35443271464,0
665212,0YlrPFF7Im@gmail.com,NA,NA,63,251872.23926405373,202314.7838577062,1
665212,RJRkNMW3ml@mail.com,1,1,94,563067.589044147,498196.519528968,1
665212,IoIy0Q3CHc@gmail.com,1,1,96,559147.6271831839,537724.2119223299,1
665212,xA4iHc2k0O@gmail.com,1,0,83,646929.5302766167,NA,0
665212,bF0rqKXcl7@mail.com,1,0,97,728807.9853012036,826259.667360974,1
665212,96CKKejHbj@gmail.com,1,0,77,400995.1987588041,355385.4226922832,1
665212,pMQcTBUAgR@gmail.com,NA,0,57,157980.94392870239,174401.06615336848,1
665212,QsdYswdta4@gmail.com,1,1,33,58270.42180479943,42513.39751002096,0
665212,4arFA3PiJH@gmail.com,1,0,34,62934.70523314439,52149.538079155456,1
665212,gl6RhjxHUe@gmail.com,1,0,NA,412567.9411284034,511021.1645797253,0
665212,8VzROUNpQa@inbox.com,1,0,19,NA,33195.24404419329,1
665212,v4HSdgqZx5@outlook.com,0,0,106,1167224.372172729,1405747.0223061393,1
665212,BIqEwoA6cl@gmail.com,1,0,111,1021661.8741220846,NA,1
665212,7LfD9uQH1k@gmail.com,1,0,62,220197.51394444943,175650.5062958578,1
665212,pSMAEWD0W7@gmail.com,0,1,66,276518.9801455813,241138.15012047935,0
665212,Q7rE5L2BEi@gmail.com,0,0,42,100217.88006060649,133217.64376806465,1
665212,LgvcQFCwOM@inbox.com,0,NA,4,44260.20328976362,42478.210441576666,0
665212,hM7s3J9VwR@gmail.com,0,0,34,77946.41937176099,87810.08843609807,1
665212,EsFJS6ImwP@inbox.com,1,0,NA,35115.89781765591,NA,0
665212,Cl5EKEyAi7@gmail.com,0,1,15,39045.825774583456,31747.583161556857,0
665212,Sed4IrrBic@mail.com,NA,0,84,507114.1728576477,333038.68105267803,1
665212,h81iHALp8d@gmail.com,1,0,38,78640.21928414043,72472.47428563736,1
665212,UK3UCSxj3w@inbox.com,0,0,66,411575.23092910554,NA,0
665212,k0ju8SrHhW@gmail.com,1,0,59,222526.45003252575,161540.72795886433,1
665212,EldaC1bwKj@gmail.com,0,1,14,37822.79981055855,31066.770697462962,0
665212,rOgHup1goC@gmail.com,1,NA,32,63295.85499404234,NA,1
665212,dbwSejJ6J8@gmail.com,1,0,36,90322.14912744513,60540.52608461898,1
665212-0000,bLodAxicbA@gmail.com,1,0,NA,218393.0699025145,171571.53294765938,1
665212,D5k7NKr0al@mail.com,NA,1,41,88997.1763000732,55213.342640274066,1
665212,AIXIbVJpv5@gmail.com,0,0,111,1447619.584480693,1043557.5282663839,1
665212,QcycRbhvZo@inbox.com,NA,1,66,285185.5674480323,184616.76027348166,1
665212,yTovqbqU4y@gmail.com,1,NA,46,119050.82572091602,98773.33968164789,1
665212-0000,3FprvJvLws@gmail.com,1,0,106,905495.4359706137,846827.3846763112,1
665212,Ddb1O2z0fc@gmail.com,1,0,111,952613.7202574094,1058618.902037166,1
665212,paHa6DoX3q@gmail.com,1,0,58,222603.02474674225,179566.6529861063,1
665212,HbBWVOJ9ju@inbox.com,0,1,25,47063.19438826358,NA,0
665212,Wp3Mmga8kC@gmail.com,1,1,69,261318.17787619232,NA,0
665212,8y6vYEVFRb@outlook.com,1,0,113,1097650.9275242358,1118196.3947256454,1
665212,rzhm5ayDn4@gmail.com,1,0,77,456755.39676836564,364941.3618629125,0
665212,Wys1WYMO6Q@gmail.com,0,0,19,50048.12248600713,47328.192495396106,0
665212,Ea1VAzy34I@gmail.com,0,0,116,1454565.5060847078,1412460.7041574009,1
665212,B1f5PxnmhK@mail.com,1,0,NA,466571.2078908101,299178.2356728332,1
665212,0XpjFE0qJG@outlook.com,1,0,92,NA,571605.3404589364,0
665212,Y5iH5nmReL@gmail.com,1,0,NA,578490.1298559457,525198.0665189277,1
665212,rD75i71GWg@inbox.com,1,0,118,1451308.8505465786,1150818.4558601186,1
665212,JbfyPjPGtt@gmail.com,NA,0,74,386235.21675327886,280338.1448602554,1
665212,B3ao1FYUyN@mail.com,1,0,42,91480.50691400998,88366.51754227225,1
665212,1qvXHQc5FE@gmail.com,1,NA,94,799380.6340512363,477582.9481986863,1
665212-0000,RM79LFAzzd@gmail.com,1,0,114,1231568.7667394127,1105571.792245614,1
665212,RLkvacggaN@gmail.com,0,1,62,228228.24541757852,160959.9438371302,1
665212,xgsjtMOTEN@gmail.com,1,0,97,685616.9838665706,NA,1
665212-0000,pPvOJHsrId@gmail.com,1,0,96,560748.3496692586,679133.2228433131,1
665212,st4sbF5QXy@inbox.com,1,NA,61,213605.1666989273,205383.00637700534,0
665212,IfvaekYjJi@outlook.com,0,1,54,147593.95823795008,130912.62984597408,1
665212,cBAOwsdttN@gmail.com,NA,1,NA,131797.66271529917,89027.09047768985,0
665212,K0PlVwa93p@gmail.com,0,0,66,300286.32826193044,NA,1
665212,BqOIlZJzPV@gmail.com,1,0,92,678816.6519256225,584997.3079807124,0
665212,LTFX8CJnVF@outlook.com,1,0,66,NA,264692.3520200363,1
665212,7sA8TG4Aix@gmail.com,0,0,14,48485.29544687489,43283.718347430455,0
665212,ngEfnZA3zl@inbox.com,1,0,94,630539.2077869184,502455.20517861267,0
665212,K6WDY85MS0@gmail.com,1,1,120,1148265.9921026067,868043.7337091493,1
665212,z7lc7t4mxy@inbox.com,1,0,89,494734.32337044255,497837.1629663598,1
665212,Zr7Lhw5kMA@gmail.com,1,0,14,38528.352079469805,29422.49135259158,0
665212,SqxSG27TYt@gmail.com,1,0,NA,36427.54776604832,29702.844515674817,0
665212-0000,pDY6ICBuJx@gmail.com,1,0,97,793279.2195000525,649342.4695601396,0
665212,LKEuOfXxyY@outlook.com,1,0,69,325844.54393946053,217130.56410009647,1
665212,qEct64UW0D@gmail.com,1,0,34,60328.236265095395,58440.79787224706,0
665212,Ke5PSbCzAR@gmail.com,1,0,78,471678.1778907464,399130.44837820384,1
665212,bWL11Pi1vS@gmail.com,0,0,96,723755.346749834,959303.4910027904,1
665212,zqWRy1E0Km@inbox.com,1,0,61,204102.42269789428,168798.61958190697,1
665212,l6zjrrO1wT@inbox.com,1,0,59,NA,NA,0
665212,t1c4AjKbQN@mail.com,1,0,23,46120.70139646832,37226.79507634154,0
665212,JCryPXLXde@gmail.com,0,1,69,293870.2649927346,233145.73796023734,1
665212,gtsDlkbSDD@gmail.com,1,1,90,661616.4885604882,431041.6961391866,1
665212,jxn3GNC4TT@gmail.com,1,0,32,63655.44915663677,45659.73629224945,0
665212,0CvJY26EvK@gmail.com,0,0,89,896351.9220986922,838735.1633568204,1
665212,bZwwaJC13x@gmail.com,0,0,80,549644.230540353,530369.9350438239,1
665212,IoHwHsR02z@gmail.com,0,0,116,1674311.2132142407,1509198.7980938216,1
665212,FFsMm2qSqq@outlook.com,1,0,84,563452.4908615546,406771.383584189,0
665212,ZWBYm39kxg@mail.com,1,0,86,540007.3535955971,512946.87781749136,1
665212,8xuzHntfwV@gmail.com,0,1,45,114214.67867814818,91046.99514278518,1
665212,DGe4roJBXg@outlook.com,1,NA,52,140328.3212648632,100672.73490365616,0
665212,sIN0ASNAF3@outlook.com,1,0,96,633019.7104894555,546506.638040774,1
665212,Z48MxLrRDW@mail.com,0,0,63,317402.08227021084,NA,0
665212,9r9TdVrIBq@gmail.com,0,NA,77,573655.7764462963,452827.54537499737,0
665212,M4HBuOEO1L@outlook.com,1,0,33,63764.31183062693,51228.300953764374,1
665212,n63Btb0qHI@mail.com,0,0,68,324558.9109114796,316977.5287117062,0
665212,UIjNUASKmw@gmail.com,1,NA,33,66305.7143867126,47654.70293831346,1
665212,0BlT5BmELi@gmail.com,0,0,22,54038.002770028696,55107.246201067755,0
665212,ZVcStvj29G@gmail.com,1,1,NA,80911.67470101995,NA,1
665212,qdBzfkE8AD@gmail.com,0,0,38,109381.10965331769,101139.39173833546,0
665212,457gxIWDjz@gmail.com,1,0,48,137466.45927051365,NA,0
665212,wiyDZFbMM0@gmail.com,0,0,22,54224.924270554795,50406.99792502765,0
665212,Am4gSt51IC@outlook.com,1,1,40,68846.60383674258,65508.04739392896,1
665212,tZsv8LPpO8@mail.com,1,0,51,162511.49659952463,139177.76335937434,1
665212,NK76ZElqwu@gmail.com,0,NA,26,63386.41854766245,58496.5613464434,0
665212-0000,CbJhaIVW6y@mail.com,0,0,102,1133600.998403336,992958.0405830155,1
665212,VMASCuxFJV@gmail.com,1,0,45,111615.89831639634,86974.53247105592,1
665212,SRtuSUnQtF@mail.com,1,0,77,NA,316017.7529763572,0
665212,pMtINXQRKD@gmail.com,1,1,73,300607.871626233,266637.210815028,1
665212,bWcoqjsZry@gmail.com,0,0,108,1349786.3712024514,1095017.6438021127,1
665212,NF4fHnbWUm@mail.com,0,1,76,NA,352817.97867160756,0
665212,EVr0w0xPB5@gmail.com,1,1,NA,237727.65221816505,203519.9540243671,0
665212-0000,kE25KSBlOo@inbox.com,0,0,NA,54624.71209511861,50115.22985922946,0
665212,nKTkGeBFTd@outlook.com,NA,0,NA,221373.89405689665,188243.6440798254,0
665212,svAlM8VEVd@gmail.com,1,1,80,408769.2963927314,349871.56025913404,0
665212,k9VgGCoIpx@inbox.com,1,0,99,889448.5955338363,703880.921620555,1
665212,0Cz30X3JOj@gmail.com,1,0,78,317841.811333498,334864.99122712447,0
665212,CnbtLjmyeX@inbox.com,1,0,46,111596.64187086663,99134.93310238322,1
665212,YZDOJ6PIOV@outlook.com,0,0,62,278165.5183678305,238026.82206197997,1
665212,DvMZZ92yFm@outlook.com,1,1,2,32719.961124068148,24297.03132313407,0
665212,9Cp2G9TzWm@gmail.com,0,0,97,967063.2127038279,NA,1
665212,CPrCLnzQKw@outlook.com,1,0,87,605014.4806540081,525748.7509476196,0
665212,pS3ueTQVDo@gmail.com,NA,0,68,320420.6104700485,327112.7372836387,1
665212,aDNZLC4Zrr@inbox.com,1,0,89,599201.6186280833,464568.35549589933,1
665212,bMNFXLmcWD@mail.com,1,0,76,364044.56201532745,341362.6649220097,0
665212,zqGVhkhd91@gmail.com,1,0,15,37186.04339214993,31348.790489209925,0
665212,xX8r77piAp@gmail.com,0,0,47,159067.93006637966,133920.5198874527,1
665212,U5dq5u7aE3@mail.com,NA,1,53,161547.5090287192,121129.15932980015,1
665212,UF0f7tNFUW@mail.com,1,0,104,647228.2044064258,734263.2285743732,1
665212,HIeqY6bpEl@outlook.com,0,0,63,315462.3236940002,301906.1063300489,1
665212,Qsu9JmPubU@outlook.com,1,0,85,636954.9937740675,390628.66401821276,1
665212,fnxE4CIjTp@gmail.com,1,0,54,160923.63628363807,132084.0220633166,1
665212,62nvrzZ9lq@gmail.com,1,0,41,74156.13307639744,69512.05438845039,1
665212,1c1LPqGbWN@gmail.com,0,1,96,606682.4325766707,651198.6833988549,0
665212,8Y3FOFJTXV@gmail.com,0,0,31,77201.12444659353,71364.38653526008,1
665212,43zkVGV1Rm@gmail.com,0,0,35,87877.24309945424,87195.41451561644,1
665212,NeCAGMYoJK@inbox.com,1,0,64,235022.76193253524,NA,0
665212,g9WXK3jHFz@gmail.com,1,1,NA,449438.86117833975,398729.06554123067,1
665212,BNJiUamWBJ@outlook.com,0,0,64,323727.22716602084,310742.75325030775,0
665212,wepLVGDqpr@gmail.com,1,0,93,708093.9598218201,585114.5503284066,0
665212,TPv1xAXDZy@gmail.com,1,1,90,NA,403547.46911691566,1
665212,xzLBYIKgKU@gmail.com,1,0,61,196687.91347738332,189568.7588239423,1
665212,cXiZiEUrLf@mail.com,NA,0,117,1209394.8205658938,NA,1
665212,9RL4NNtCbI@gmail.com,1,0,28,61815.79247668432,48160.54003163146,1
665212,CZXg10pu1b@mail.com,0,1,65,254808.6253079816,214130.3368782575,1
665212,IHPjfycpka@gmail.com,1,0,59,236781.95824117592,140041.0804691415,1
665212,qRE6q8YJ62@gmail.com,0,0,20,49610.23516303685,46628.819500105375,0
665212,beIhXDyz6a@gmail.com,0,NA,110,1279644.1860376657,1320114.1569160537,1
665212,0geLgz4GCz@gmail.com,0,1,16,38802.19507955204,31415.235672427134,0
665212,6nlVI4Y4yF@gmail.com,0,0,28,65780.85158637457,60074.308114759675,0
665212,i3iRSmOqIM@gmail.com,1,0,77,NA,320765.89018126595,0
665212,dyXAXQaVIw@gmail.com,0,0,47,146859.70846618837,159044.71793812135,0
665212,jUniTlUHQG@gmail.com,1,0,21,48243.28161562799,34525.66015951346,1
665212,9f6bVuBDIb@gmail.com,1,NA,NA,1025966.5524673732,803037.3843041325,1
665212,eAZD40Obbn@inbox.com,1,1,50,127792.14856059279,101108.44586949036,1
665212,xjrWyFwrsf@inbox.com,1,0,29,51031.6533307304,43225.38389274429,0
665212,h3zyAHfzUe@gmail.com,1,0,18,39614.15721841683,33643.01977002225,1
665212,2nvKEND8qQ@inbox.com,1,0,49,149793.93033180118,111896.63150001357,0
665212,dBkEyvnQMj@mail.com,0,0,41,106309.4742628484,110629.6460567753,0
665212,EIpnOcpFje@inbox.com,0,1,45,120865.992149485,89385.01517017432,1
665212,qRZekBf1Ab@gmail.com,0,0,110,1547099.4154376376,1065294.721280138,1
665212,d8oGwn1ysH@gmail.com,1,0,83,523960.703162183,432915.60823982756,0
665212,0lBMiUau4O@gmail.com,1,0,NA,155552.087949904,114448.55016758802,1
665212,2MloY71GNO@inbox.com,0,0,5,45060.46144053381,43133.36228954136,0
665212,4l5OpNmEDt@gmail.com,1,NA,61,210125.99882618073,162076.4894993159,1
665212,RYIjAOLkrC@inbox.com,0,0,84,546319.3943127836,545133.404632423,1
665212,o5vI9EosSZ@gmail.com,0,0,100,1126970.6625798768,804334.8486083044,1
665212,Ipca0yxHsF@gmail.com,1,0,7,36439.310074064924,28804.02387643927,0
665212-0000,TtvKmdJ6u3@mail.com,NA,0,16,38144.086644815994,31075.203807030273,1
665212,MtsyQvaAL6@outlook.com,1,1,NA,38474.542066000024,36043.746307666406,1
665212,Q2Boh3bU7g@gmail.com,0,0,90,737712.6819740266,740177.349327896,0
665212,YZQrtlch4W@gmail.com,0,0,15,49004.8080778767,46344.1944593112,1
665212,c4hWsepSDW@outlook.com,NA,0,51,183064.56698172694,178877.7700422413,0
665212,DiLrkMQoI1@outlook.com,0,0,59,211482.72189040936,256832.26252145754,1
665212,RXRMrxui7t@gmail.com,0,0,74,418926.48011507257,431671.9179082983,1
665212,y1bAELNvLq@inbox.com,0,0,27,62772.445282335364,64527.678571575525,1
665212,cTzd5fYJsX@gmail.com,1,0,NA,111035.52218289918,101009.6148642636,1
665212,wDwuHkxq1q@gmail.com,0,0,36,79617.01962061436,93266.20409841884,0
665212,WVHqKzbgqT@inbox.com,0,0,89,724956.3284981675,725298.9044281578,0
665212,jAeh2X0Iql@gmail.com,NA,0,68,293845.4563336877,279706.5779835943,0
665212,sn3LyL2fzj@outlook.com,1,1,10,32778.77124622713,24636.83253455907,0
665212,Q9Hc8Mxzw2@inbox.com,1,0,97,781060.5105623098,621760.968260759,1
665212,PSHR6QdQjj@inbox.com,1,0,10,39161.30400046438,29420.740172535578,0
665212,w0NBvHGMSL@gmail.com,0,1,81,396133.54188436683,NA,0
665212,lsZ4OFJVSy@outlook.com,1,0,85,521958.49359489046,407424.3703612083,1
